session_id,timestamp,source_ip,destination_service,connection_count,packets_per_second,failed_login_count,successful_login_count,login_frequency,port_scan_count,command_frequency,database_query_count,sensitive_file_access,privilege_escalation_attempt,lateral_movement_score,data_access_volume,session_duration,attacker_sophistication,attack_stage,asset_criticality,detection_confidence,attack_label
SESS-B2BB065C,2026-09-05T19:07:41.912173Z,77.122.67.95,SSH:22,97,273.48,1,0,0.55,166,7.79,0,0,0,0.231,5.54,46.6,0.15,S1,0.45,0.92,RECONNAISSANCE
SESS-E5F7845D,2026-09-06T11:54:41.752682Z,192.168.1.196,DNS:53,7,19.4,0,1,0.0,0,0.06,4,0,0,0.134,13.57,225.5,0.05,S0,0.43,0.1,NORMAL
SESS-E1490AD6,2026-09-05T22:26:42.003482Z,84.188.47.186,HTTPS:443,133,49.84,108,1,41.41,3,1.5,0,0,0,0.146,5.89,491.3,0.32,S2,0.58,0.79,BRUTE_FORCE
SESS-B520CA2D,2026-09-05T21:51:42.197716Z,10.0.5.137,RDP:3389,55,17.09,3,1,2.75,0,18.39,8,15,4,0.392,8.98,879.8,0.83,S4,0.47,0.94,PRIVILEGE_ESCALATION
SESS-812A41F3,2026-09-05T15:09:41.772906Z,192.168.1.62,DNS:53,8,13.48,0,2,0.0,0,1.91,4,0,0,0.043,21.99,769.6,0.37,S0,0.31,0.06,NORMAL
SESS-E4A79A0F,2026-09-06T02:04:42.381036Z,10.0.3.35,SSH:22,186,351.79,0,1,0.2,0,17.62,94,51,0,0.399,1731.7,1845.4,0.81,S7,0.98,0.94,EXFILTRATION
SESS-4E4FDDA6,2026-09-06T04:19:41.896297Z,192.168.1.53,DNS:53,11,9.99,0,1,0.0,0,0.32,4,0,0,0.252,1.79,84.9,0.29,S0,0.33,0.13,NORMAL
SESS-72C168A9,2026-09-06T07:29:42.197404Z,10.0.2.68,API:8080,47,60.09,2,1,0.57,0,23.1,8,15,6,0.206,38.47,268.5,0.7,S4,0.85,0.84,PRIVILEGE_ESCALATION
SESS-8D209BEB,2026-09-05T18:07:42.193741Z,10.0.4.91,SSH:22,57,13.33,2,1,3.15,0,8.65,3,14,4,0.193,21.42,840.4,0.8,S4,0.51,0.86,PRIVILEGE_ESCALATION
SESS-B7FFBE2C,2026-09-05T22:11:42.349739Z,10.0.5.59,PostgreSQL:5432,109,71.57,0,1,0.5,0,11.18,299,51,0,0.489,240.42,688.2,0.85,S6,0.9,0.89,DATA_ACCESS
SESS-1FD1D03E,2026-09-06T06:00:42.328155Z,10.0.8.168,MySQL:3306,103,23.57,0,1,0.5,0,13.63,250,49,0,0.349,290.74,381.9,0.83,S6,0.81,0.9,DATA_ACCESS
SESS-64BE0DB2,2026-09-06T08:53:42.364818Z,10.0.2.49,HTTPS:443,192,182.67,0,1,0.2,0,4.73,89,66,0,0.498,3295.67,2954.5,0.75,S7,0.77,0.93,EXFILTRATION
SESS-BBDBA5AE,2026-09-05T15:07:41.816402Z,192.168.1.117,API:8080,8,13.44,0,2,0.0,0,0.36,7,0,0,0.271,4.03,707.3,0.27,S0,0.22,0.13,NORMAL
SESS-08551DA1,2026-09-06T13:17:42.066451Z,214.28.152.215,SSH:22,53,23.84,40,1,25.7,0,3.9,0,0,0,0.131,9.53,470.4,0.66,S3,0.47,0.81,CREDENTIAL_ATTACK
SESS-B9528B21,2026-09-06T12:05:41.969947Z,176.217.93.234,SSH:22,127,40.89,114,0,39.43,3,1.25,0,0,0,0.285,3.36,591.6,0.62,S2,0.65,0.89,BRUTE_FORCE
SESS-0DCB9F4D,2026-09-05T19:20:42.181255Z,10.0.3.73,SSH:22,63,37.49,1,1,3.37,0,20.1,3,18,5,0.318,27.47,374.1,0.6,S4,0.63,0.96,PRIVILEGE_ESCALATION
SESS-2DE2B024,2026-09-06T14:04:42.363504Z,10.0.1.77,DNS:53,188,162.73,0,1,0.2,0,8.96,91,57,0,0.16,2732.7,577.0,0.54,S7,0.78,0.92,EXFILTRATION
SESS-EDAD23CF,2026-09-06T05:40:41.771595Z,192.168.1.177,API:8080,10,3.65,0,1,0.0,0,2.88,4,0,0,0.184,10.54,876.3,0.25,S0,0.22,0.09,NORMAL
SESS-D239E50F,2026-09-06T09:03:41.912020Z,86.192.138.74,SSH:22,102,59.9,3,0,0.61,159,1.51,0,0,0,0.33,5.81,202.2,0.16,S1,0.31,0.78,RECONNAISSANCE
SESS-5AA8A6F3,2026-09-06T05:27:41.972085Z,131.160.28.156,RDP:3389,144,146.38,102,0,42.65,0,0.6,0,0,0,0.055,4.59,79.9,0.55,S2,0.67,0.95,BRUTE_FORCE
SESS-E307EF83,2026-09-06T13:08:41.873229Z,192.168.1.20,API:8080,19,26.21,1,1,0.26,0,0.12,2,0,0,0.057,5.1,332.1,0.49,S0,0.11,0.08,NORMAL
SESS-107813C5,2026-09-05T20:47:41.837982Z,192.168.1.73,API:8080,14,10.94,0,1,0.0,0,1.07,5,0,0,0.019,4.43,191.4,0.34,S0,0.21,0.12,NORMAL
SESS-96C4398E,2026-09-05T20:21:41.931507Z,65.176.167.20,HTTPS:443,103,191.87,1,0,0.22,163,2.16,0,0,0,0.314,1.03,254.2,0.5,S1,0.15,0.77,RECONNAISSANCE
SESS-DBB24FD7,2026-09-06T09:41:42.194134Z,10.0.3.194,API:8080,54,29.39,2,1,2.04,0,35.0,0,14,3,0.465,18.8,117.6,0.69,S4,0.52,0.87,PRIVILEGE_ESCALATION
SESS-9D794305,2026-09-06T02:12:41.963714Z,181.217.160.244,RDP:3389,154,74.77,108,0,37.29,0,0.69,0,0,0,0.024,4.81,294.4,0.58,S2,0.75,0.8,BRUTE_FORCE
SESS-2EB6EC18,2026-09-05T23:50:41.924967Z,50.51.74.186,SSH:22,106,139.84,0,0,0.0,147,0.42,0,0,0,0.174,3.76,229.3,0.4,S1,0.37,0.86,RECONNAISSANCE
SESS-B8E071F5,2026-09-06T03:03:41.966036Z,126.43.51.90,RDP:3389,123,93.76,100,0,27.93,0,1.1,0,0,0,0.543,10.31,528.3,0.6,S2,0.78,0.82,BRUTE_FORCE
SESS-54016A9F,2026-09-06T06:52:41.653922Z,192.168.1.160,HTTPS:443,8,38.44,0,1,0.0,0,0.12,3,0,0,0.086,5.75,596.3,0.13,S0,0.39,0.08,NORMAL
SESS-0E0D0681,2026-09-05T15:22:41.951892Z,110.14.174.213,RDP:3389,141,63.06,111,0,57.64,0,1.16,0,0,0,0.209,11.94,99.4,0.34,S2,0.6,0.91,BRUTE_FORCE
SESS-45BF1936,2026-09-06T06:09:41.865818Z,192.168.1.61,API:8080,14,14.51,0,1,0.0,0,1.67,4,0,0,0.36,9.0,117.8,0.31,S0,0.22,0.14,NORMAL
SESS-DA1FBD5C,2026-09-05T21:20:42.179686Z,10.0.4.171,API:8080,99,23.37,0,1,0.0,0,5.21,223,9,0,0.158,2.83,601.8,0.62,S6,0.76,0.84,DB_PROBE
SESS-D3C0D373,2026-09-06T07:53:41.985603Z,171.123.75.75,HTTPS:443,130,99.29,109,0,36.63,0,6.59,0,0,0,0.01,9.13,264.8,0.39,S2,0.53,0.9,BRUTE_FORCE
SESS-0F4BA412,2026-09-05T23:43:42.276781Z,10.0.3.65,RDP:3389,132,71.72,2,2,4.93,47,15.8,12,19,1,0.808,83.55,160.3,0.39,S5,0.65,0.92,LATERAL_MOVEMENT
SESS-F69C3C3A,2026-09-06T12:30:42.099989Z,10.0.3.156,MySQL:3306,76,65.95,1,1,0.5,0,8.6,204,11,0,0.441,27.93,590.9,0.72,S6,0.78,0.88,DB_PROBE
SESS-12C45E83,2026-09-05T20:26:42.226822Z,10.0.4.30,RDP:3389,50,12.13,2,1,1.87,0,10.31,3,14,3,0.332,15.02,687.5,0.68,S4,0.67,0.85,PRIVILEGE_ESCALATION
SESS-4F324D62,2026-09-06T01:28:41.822806Z,192.168.1.166,DNS:53,10,6.67,0,1,0.0,0,2.3,6,0,0,0.005,0.74,472.3,0.36,S0,0.4,0.09,NORMAL
SESS-83D63AAB,2026-09-06T02:05:42.070252Z,153.231.237.240,HTTPS:443,72,24.74,37,1,15.47,0,2.67,0,0,0,0.456,3.7,768.3,0.42,S3,0.51,0.84,CREDENTIAL_ATTACK
SESS-E9C08A11,2026-09-05T17:50:42.069783Z,183.215.113.107,SSH:22,68,26.78,40,3,11.77,0,0.32,0,0,0,0.214,8.41,441.1,0.73,S3,0.61,0.88,CREDENTIAL_ATTACK
SESS-C8D4F25E,2026-09-06T12:58:42.373073Z,10.0.1.34,DNS:53,170,342.09,0,1,0.2,0,25.14,85,61,0,0.671,1792.07,609.5,0.82,S7,0.78,0.88,EXFILTRATION
SESS-1545A184,2026-09-06T12:44:42.381211Z,10.0.2.30,HTTPS:443,168,130.73,0,1,0.2,0,16.96,88,66,0,0.515,1026.53,2353.2,0.85,S7,0.98,0.99,EXFILTRATION
SESS-F8F38AB1,2026-09-06T08:20:41.924481Z,99.57.21.192,RDP:3389,97,117.12,1,0,0.22,160,1.48,0,0,0,0.177,5.7,200.3,0.44,S1,0.45,0.75,RECONNAISSANCE
SESS-44F9090A,2026-09-05T14:59:42.018951Z,124.71.161.15,SSH:22,61,17.77,43,1,18.97,0,5.25,0,0,0,0.591,7.82,501.3,0.46,S3,0.68,0.89,CREDENTIAL_ATTACK
SESS-97F81B04,2026-09-06T13:05:42.169650Z,10.0.4.33,API:8080,93,33.61,1,1,0.5,0,13.68,238,7,0,0.341,95.07,414.5,0.2,S6,0.84,0.96,DB_PROBE
SESS-70BF31EE,2026-09-06T06:26:41.794796Z,192.168.1.75,HTTPS:443,14,19.77,0,1,0.0,0,0.16,5,0,0,0.089,4.1,644.7,0.25,S0,0.31,0.13,NORMAL
SESS-574068CE,2026-09-06T14:20:41.650775Z,192.168.1.184,API:8080,10,13.64,0,1,0.0,0,1.94,4,0,0,0.184,8.48,898.2,0.42,S0,0.43,0.06,NORMAL
SESS-26AD3146,2026-09-06T04:23:41.847713Z,192.168.1.89,DNS:53,12,6.78,0,2,0.0,0,0.14,6,0,0,0.069,0.88,887.1,0.17,S0,0.18,0.08,NORMAL
SESS-BD6B642A,2026-09-06T13:20:42.233376Z,10.0.1.62,RDP:3389,55,30.88,1,1,1.36,0,26.66,0,17,4,0.582,10.81,266.3,0.55,S4,0.65,0.93,PRIVILEGE_ESCALATION
SESS-98D11930,2026-09-06T08:07:42.063408Z,123.214.90.19,HTTPS:443,63,43.86,38,2,16.81,0,5.41,2,0,0,0.646,8.99,81.6,0.44,S3,0.76,0.89,CREDENTIAL_ATTACK
SESS-789EB7B3,2026-09-06T04:10:42.024379Z,96.206.89.118,API:8080,59,113.77,38,1,32.47,0,0.68,5,1,0,0.052,3.38,536.8,0.39,S3,0.71,0.91,CREDENTIAL_ATTACK
SESS-CC79F4D5,2026-09-06T06:34:41.680104Z,192.168.1.156,DNS:53,10,11.78,0,1,0.0,0,3.05,4,0,0,0.029,12.66,293.8,0.63,S0,0.27,0.11,NORMAL
SESS-CC9F7146,2026-09-06T06:01:42.370061Z,10.0.3.18,SSH:22,162,261.01,0,1,0.2,0,12.46,69,72,0,0.319,2157.32,962.8,0.71,S7,0.78,0.9,EXFILTRATION
SESS-F03F50EA,2026-09-05T17:28:42.272173Z,10.0.1.57,RDP:3389,157,235.96,4,1,2.77,50,21.28,0,15,0,0.793,65.86,481.8,0.66,S5,0.51,0.9,LATERAL_MOVEMENT
SESS-3CF2704B,2026-09-06T03:16:41.842131Z,192.168.1.124,HTTPS:443,10,20.0,0,3,0.0,0,4.64,10,0,0,0.339,9.33,462.1,0.22,S0,0.21,0.05,NORMAL
SESS-6957073D,2026-09-05T19:31:42.061780Z,195.135.13.205,SSH:22,73,38.69,39,3,20.41,0,6.25,0,1,0,0.554,19.88,468.1,0.82,S3,0.6,0.83,CREDENTIAL_ATTACK
SESS-0A243AA0,2026-09-06T05:37:42.260950Z,10.0.4.25,RDP:3389,133,56.81,2,2,6.75,41,12.43,0,10,0,0.961,93.19,1076.8,0.71,S5,0.41,0.81,LATERAL_MOVEMENT
SESS-55EBC303,2026-09-06T10:25:41.934108Z,175.75.91.108,API:8080,117,167.53,2,0,0.51,148,0.82,0,0,0,0.312,1.32,68.5,0.63,S1,0.29,0.83,RECONNAISSANCE
SESS-EEF226FC,2026-09-05T23:34:41.825071Z,192.168.1.135,HTTPS:443,17,6.81,0,2,0.0,0,0.06,4,0,0,0.083,14.23,819.5,0.56,S0,0.14,0.13,NORMAL
SESS-A914E042,2026-09-06T08:10:42.097044Z,10.0.9.81,API:8080,68,46.44,1,1,0.5,0,11.66,225,6,0,0.29,182.3,176.7,0.39,S6,0.79,0.9,DB_PROBE
SESS-A74C513C,2026-09-06T09:43:42.094924Z,10.0.8.34,MySQL:3306,84,27.96,1,1,0.5,0,11.95,208,7,0,0.693,18.8,274.3,0.45,S6,0.95,0.91,DB_PROBE
SESS-12D523BB,2026-09-05T17:27:42.184881Z,10.0.4.189,SSH:22,49,4.07,5,1,3.67,0,18.32,0,15,5,0.504,14.79,641.0,0.54,S4,0.64,0.87,PRIVILEGE_ESCALATION
SESS-C7BE95CF,2026-09-06T13:01:42.348936Z,10.0.7.142,PostgreSQL:5432,111,104.45,1,1,0.5,0,8.13,256,54,0,0.505,337.24,1172.4,0.96,S6,0.81,0.89,DATA_ACCESS
SESS-C773AB61,2026-09-06T09:14:41.677320Z,192.168.1.94,DNS:53,20,7.05,0,2,0.0,0,0.37,6,0,0,0.421,13.35,665.0,0.32,S0,0.15,0.07,NORMAL
SESS-6932A22A,2026-09-06T05:11:42.374234Z,10.0.4.24,DNS:53,163,153.04,0,1,0.2,0,36.0,93,72,0,0.18,1725.64,2732.9,0.78,S7,0.82,0.94,EXFILTRATION
SESS-F5AA56E4,2026-09-06T03:06:41.989626Z,97.175.187.246,HTTPS:443,143,56.73,86,0,10.77,0,0.18,0,0,0,0.256,5.07,121.1,0.2,S2,0.8,0.94,BRUTE_FORCE
SESS-FF2CFC63,2026-09-05T20:16:41.917151Z,184.14.244.196,HTTPS:443,116,119.25,0,0,0.0,153,1.03,0,0,0,0.358,3.89,83.8,0.3,S1,0.36,0.84,RECONNAISSANCE
SESS-341948C5,2026-09-06T13:11:42.317478Z,10.0.3.65,SSH:22,144,39.4,2,2,4.33,42,11.37,0,7,1,0.98,23.4,646.0,0.71,S5,0.72,0.94,LATERAL_MOVEMENT
SESS-4F11E0AF,2026-09-06T06:06:42.219578Z,10.0.5.51,API:8080,30,5.03,1,1,2.85,0,28.96,8,19,4,0.78,16.9,568.3,0.72,S4,0.44,0.91,PRIVILEGE_ESCALATION
SESS-078DD757,2026-09-05T17:38:41.734890Z,192.168.1.43,API:8080,10,8.2,0,3,0.0,0,1.1,5,0,0,0.326,6.38,863.8,0.34,S0,0.23,0.07,NORMAL
SESS-675FCF62,2026-09-05T19:32:41.864590Z,192.168.1.132,API:8080,14,19.99,0,1,0.0,0,2.71,3,0,0,0.166,14.0,156.7,0.21,S0,0.17,0.14,NORMAL
SESS-0F50B19E,2026-09-06T11:45:42.338048Z,10.0.9.139,MySQL:3306,113,59.8,0,1,0.5,0,5.1,277,49,0,0.381,134.35,471.5,0.59,S6,0.84,0.93,DATA_ACCESS
SESS-A2D2999D,2026-09-06T08:54:42.364606Z,10.0.1.39,SSH:22,204,437.46,0,1,0.2,0,11.41,92,68,0,0.671,1721.35,1540.6,0.88,S7,0.81,0.94,EXFILTRATION
SESS-6B653F61,2026-09-06T02:09:41.955383Z,87.231.123.24,RDP:3389,170,76.05,109,0,79.28,0,0.9,0,0,0,0.081,7.68,289.1,0.3,S2,0.71,0.83,BRUTE_FORCE
SESS-0581686B,2026-09-06T05:05:41.851052Z,192.168.1.86,API:8080,11,25.57,1,2,0.51,0,0.05,5,0,0,0.334,3.77,161.8,0.49,S0,0.17,0.02,NORMAL
SESS-85F07284,2026-09-06T01:19:42.333609Z,10.0.7.202,SMB:445,112,103.41,0,1,0.5,0,12.35,260,56,0,0.41,191.15,1737.4,0.78,S6,0.89,0.89,DATA_ACCESS
SESS-471298C0,2026-09-05T16:37:41.955475Z,122.6.80.42,SSH:22,155,83.9,103,0,96.89,1,0.12,0,0,0,0.305,7.53,273.4,0.28,S2,0.51,0.85,BRUTE_FORCE
SESS-5F9316A3,2026-09-06T02:59:42.040659Z,99.151.219.129,API:8080,74,50.58,29,1,14.21,0,4.72,0,0,0,0.176,16.06,204.5,0.37,S3,0.59,0.86,CREDENTIAL_ATTACK
SESS-C400F926,2026-09-05T16:13:41.979522Z,86.92.128.8,SSH:22,134,14.64,116,0,30.04,0,0.26,0,0,0,0.056,9.29,543.3,0.57,S2,0.49,0.87,BRUTE_FORCE
SESS-1DFF2054,2026-09-06T06:56:42.105177Z,10.0.10.53,MySQL:3306,92,28.68,0,1,0.0,0,4.27,204,7,0,0.391,34.57,939.8,0.46,S6,0.92,0.82,DB_PROBE
SESS-614C041B,2026-09-05T21:57:42.238656Z,10.0.5.132,SSH:22,48,13.21,3,1,4.0,0,19.98,0,15,2,0.419,31.85,761.6,0.9,S4,0.61,0.91,PRIVILEGE_ESCALATION
SESS-D98C1FA3,2026-09-05T18:39:42.323860Z,10.0.5.38,SSH:22,136,146.19,4,2,7.64,50,11.08,0,11,0,0.884,92.35,1251.5,0.57,S5,0.6,0.91,LATERAL_MOVEMENT
SESS-4E14E93F,2026-09-06T06:57:42.324003Z,10.0.7.211,API:8080,92,97.59,0,1,0.5,0,25.32,293,50,0,0.147,106.29,2003.0,0.78,S6,0.7,0.86,DATA_ACCESS
SESS-F64800F3,2026-09-05T17:41:42.165656Z,10.0.1.51,MySQL:3306,81,38.8,0,1,0.0,0,6.73,230,10,0,0.417,15.12,646.1,0.67,S6,0.9,0.92,DB_PROBE
SESS-BA1741DE,2026-09-06T04:33:42.242037Z,10.0.5.53,SSH:22,129,25.82,8,2,4.7,38,13.3,0,9,0,0.889,84.16,614.1,0.68,S5,0.62,0.84,LATERAL_MOVEMENT
SESS-90C694EC,2026-09-05T19:56:42.311309Z,10.0.2.34,RDP:3389,140,185.38,15,1,4.9,39,9.82,5,13,0,0.953,200.4,933.1,0.94,S5,0.8,0.89,LATERAL_MOVEMENT
SESS-F5178F8F,2026-09-06T06:32:42.369789Z,10.0.4.72,HTTPS:443,170,197.36,0,1,0.2,0,19.32,92,74,0,0.365,2145.63,3392.1,0.61,S7,0.93,0.98,EXFILTRATION
SESS-45C0D651,2026-09-06T02:44:42.197151Z,10.0.1.107,RDP:3389,48,11.13,2,1,2.89,0,33.58,0,11,3,0.33,26.6,386.0,0.68,S4,0.75,0.85,PRIVILEGE_ESCALATION
SESS-6F18FBE0,2026-09-05T19:46:42.362665Z,10.0.2.15,DNS:53,171,181.97,0,1,0.2,0,25.84,95,81,0,0.788,2595.66,3185.7,0.94,S7,0.92,0.95,EXFILTRATION
SESS-F467A674,2026-09-05T22:46:42.217868Z,10.0.1.31,API:8080,47,34.82,1,1,2.7,0,33.79,8,18,5,0.179,39.55,736.8,0.95,S4,0.78,0.93,PRIVILEGE_ESCALATION
SESS-4705FABA,2026-09-06T14:36:41.899837Z,109.13.118.128,API:8080,100,27.78,3,0,0.95,138,0.17,0,0,0,0.365,2.62,166.9,0.48,S1,0.21,0.73,RECONNAISSANCE
SESS-7C1CE05D,2026-09-05T23:39:41.666059Z,192.168.1.123,API:8080,12,7.27,0,1,0.0,0,0.3,2,0,0,0.032,4.73,863.6,0.07,S0,0.24,0.04,NORMAL
SESS-B1EBB5CB,2026-09-06T06:15:41.836168Z,192.168.1.101,DNS:53,11,8.77,0,1,0.0,0,1.57,3,0,0,0.041,3.02,357.6,0.45,S0,0.4,0.08,NORMAL
SESS-39D51FB4,2026-09-06T01:35:41.958645Z,140.82.127.109,RDP:3389,130,172.93,104,0,76.13,0,1.41,0,0,0,0.258,7.12,305.9,0.36,S2,0.63,0.93,BRUTE_FORCE
SESS-371D0417,2026-09-06T08:42:41.907407Z,186.20.248.99,SSH:22,97,69.68,0,0,0.0,112,1.52,0,0,0,0.195,1.98,117.4,0.45,S1,0.33,0.84,RECONNAISSANCE
SESS-BCF2A263,2026-09-06T04:52:41.768254Z,192.168.1.28,DNS:53,11,28.06,0,1,0.0,0,0.44,5,0,0,0.166,3.51,712.9,0.05,S0,0.2,0.02,NORMAL
SESS-37220AAF,2026-09-06T07:58:42.267131Z,10.0.5.37,SMB:445,136,94.1,8,1,6.75,43,14.46,5,10,2,0.882,138.56,1317.5,0.79,S5,0.74,0.88,LATERAL_MOVEMENT
SESS-F9AF0F87,2026-09-06T03:56:41.947164Z,161.98.7.247,HTTPS:443,126,126.29,112,0,59.85,1,0.3,0,0,0,0.141,11.11,219.5,0.85,S2,0.43,0.93,BRUTE_FORCE
SESS-FAF40F4C,2026-09-06T03:23:41.679997Z,192.168.1.151,API:8080,10,28.05,0,1,0.0,0,0.05,3,0,0,0.043,22.2,597.5,0.16,S0,0.38,0.11,NORMAL
SESS-EE18733E,2026-09-06T11:52:41.912955Z,182.124.174.172,HTTPS:443,94,237.19,0,0,0.0,156,1.62,0,0,0,0.128,1.66,271.0,0.21,S1,0.19,0.86,RECONNAISSANCE
SESS-7F121A3A,2026-09-05T14:44:41.961765Z,74.85.105.230,HTTPS:443,132,74.94,102,0,57.98,0,1.37,0,0,0,0.528,5.54,454.0,0.57,S2,0.77,0.96,BRUTE_FORCE
SESS-2BBBAD43,2026-09-06T08:58:41.762019Z,192.168.1.161,API:8080,12,6.13,0,1,0.0,0,0.84,7,0,0,0.098,2.18,249.2,0.33,S0,0.37,0.07,NORMAL
SESS-58C2C06B,2026-09-05T19:10:41.861027Z,192.168.1.124,HTTPS:443,11,31.97,0,2,0.0,0,0.52,5,0,0,0.252,4.37,813.7,0.05,S0,0.14,0.14,NORMAL
SESS-347FA12D,2026-09-06T14:14:42.060749Z,96.163.9.214,HTTPS:443,71,47.73,38,1,10.58,0,0.34,0,1,0,0.379,8.49,336.6,0.9,S3,0.66,0.86,CREDENTIAL_ATTACK
SESS-1B78C402,2026-09-06T09:58:42.161859Z,10.0.5.58,API:8080,88,152.83,0,1,0.0,0,18.01,215,9,0,0.147,48.09,1109.5,0.49,S6,0.82,0.87,DB_PROBE
SESS-FF572E18,2026-09-06T13:17:41.689583Z,192.168.1.121,HTTPS:443,14,12.31,0,1,0.0,0,2.92,3,0,0,0.099,1.18,751.1,0.39,S0,0.13,0.09,NORMAL
SESS-AAB9C8C1,2026-09-06T11:18:41.955585Z,184.36.187.193,SSH:22,133,106.25,104,0,54.3,0,0.33,0,0,0,0.437,1.36,515.0,0.38,S2,0.69,0.86,BRUTE_FORCE
SESS-97335451,2026-09-06T10:10:41.950894Z,151.108.191.85,SSH:22,135,79.52,96,0,26.73,0,2.09,0,0,0,0.307,1.65,585.1,0.25,S2,0.7,0.81,BRUTE_FORCE
SESS-46752B39,2026-09-06T10:19:41.760437Z,192.168.1.120,API:8080,15,13.87,0,1,0.0,0,0.95,4,0,0,0.022,1.07,350.9,0.16,S0,0.35,0.05,NORMAL
SESS-9F1A8348,2026-09-06T04:50:42.372906Z,10.0.1.43,SSH:22,183,187.06,0,1,0.2,0,19.23,75,64,0,0.271,669.86,1763.9,0.81,S7,1.0,0.89,EXFILTRATION
SESS-5573A436,2026-09-06T12:17:41.676502Z,192.168.1.25,HTTPS:443,17,8.5,0,1,0.0,0,0.5,4,0,0,0.211,0.73,673.3,0.28,S0,0.23,0.07,NORMAL
SESS-9AA1A644,2026-09-06T12:24:41.656192Z,192.168.1.182,HTTPS:443,11,8.21,0,1,0.0,0,0.18,7,0,0,0.043,8.86,746.7,0.11,S0,0.31,0.14,NORMAL
SESS-07D2E18E,2026-09-06T05:18:42.063473Z,95.229.103.32,SSH:22,62,36.71,36,1,14.93,0,3.82,0,1,0,0.255,22.09,692.7,0.41,S3,0.51,0.86,CREDENTIAL_ATTACK
SESS-62605521,2026-09-06T03:51:41.843388Z,192.168.1.76,HTTPS:443,15,19.86,1,1,0.6,0,0.1,2,0,0,0.014,6.94,366.3,0.28,S0,0.12,0.05,NORMAL
SESS-BCEB669B,2026-09-05T20:11:41.867031Z,192.168.1.147,DNS:53,10,1.41,0,2,0.0,0,1.08,2,0,0,0.129,4.4,805.8,0.11,S0,0.33,0.09,NORMAL
SESS-F41F0F79,2026-09-06T08:27:41.793899Z,192.168.1.203,API:8080,18,27.94,0,1,0.0,0,0.16,4,0,0,0.187,5.75,45.3,0.3,S0,0.49,0.09,NORMAL
SESS-AC125A6E,2026-09-05T16:49:41.891811Z,192.168.1.224,DNS:53,14,24.47,0,1,0.0,0,1.64,5,0,0,0.12,17.41,474.2,0.26,S0,0.31,0.1,NORMAL
SESS-64FC890B,2026-09-05T16:44:42.228128Z,10.0.2.179,SSH:22,53,34.06,1,1,1.13,0,24.75,0,9,2,0.201,25.54,320.7,0.9,S4,0.5,0.84,PRIVILEGE_ESCALATION
SESS-D368D008,2026-09-05T15:35:41.897907Z,192.168.1.166,API:8080,19,39.03,0,1,0.0,0,3.27,3,0,0,0.084,7.66,36.2,0.37,S0,0.19,0.03,NORMAL
SESS-678649EA,2026-09-05T19:01:41.979625Z,160.93.53.191,SSH:22,133,45.44,101,0,33.11,3,0.41,0,0,0,0.245,1.27,100.2,0.45,S2,0.69,0.89,BRUTE_FORCE
SESS-98A8D845,2026-09-06T00:37:42.386377Z,10.0.5.80,HTTPS:443,179,301.45,0,1,0.2,0,9.75,94,59,0,0.495,1655.46,762.1,0.56,S7,0.78,0.89,EXFILTRATION
SESS-91EF7C14,2026-09-05T21:11:42.301753Z,10.0.2.49,SMB:445,129,173.62,8,1,6.99,37,6.51,5,17,0,0.818,26.19,868.4,0.64,S5,0.69,0.89,LATERAL_MOVEMENT
SESS-84E72451,2026-09-06T04:21:41.926333Z,153.139.29.188,HTTPS:443,114,98.33,0,0,0.0,138,0.93,0,0,0,0.363,7.91,34.3,0.43,S1,0.26,0.92,RECONNAISSANCE
SESS-4BE77483,2026-09-06T12:06:42.223513Z,10.0.1.176,API:8080,52,27.61,1,1,2.5,0,30.83,0,14,4,0.589,24.36,285.2,0.96,S4,0.44,0.97,PRIVILEGE_ESCALATION
SESS-312040CC,2026-09-06T12:51:41.689254Z,192.168.1.11,HTTPS:443,9,6.36,0,1,0.0,0,4.63,3,0,0,0.166,13.29,854.0,0.05,S0,0.27,0.09,NORMAL
SESS-90F02D9B,2026-09-06T08:47:42.365536Z,10.0.4.79,DNS:53,176,166.01,0,1,0.2,0,5.22,78,68,0,0.51,1592.14,1487.9,0.8,S7,0.82,0.97,EXFILTRATION
SESS-C1F032D2,2026-09-06T07:01:42.226117Z,10.0.2.121,API:8080,42,15.71,1,1,3.76,0,39.92,0,14,5,0.542,5.09,265.1,0.76,S4,0.69,0.84,PRIVILEGE_ESCALATION
SESS-3B94FD79,2026-09-05T18:57:41.928370Z,158.31.207.137,RDP:3389,101,96.08,0,0,0.0,156,0.05,0,0,0,0.423,6.64,168.9,0.46,S1,0.32,0.8,RECONNAISSANCE
SESS-94FEF92E,2026-09-05T23:32:41.924685Z,169.130.6.221,API:8080,112,30.81,1,0,0.3,146,0.18,0,0,0,0.398,2.47,60.5,0.06,S1,0.29,0.71,RECONNAISSANCE
SESS-5688077D,2026-09-05T18:47:41.838622Z,192.168.1.69,HTTPS:443,14,33.26,0,1,0.0,0,0.43,6,0,0,0.062,2.14,795.9,0.21,S0,0.11,0.08,NORMAL
SESS-49A5DF13,2026-09-05T19:00:41.958957Z,106.180.23.61,RDP:3389,131,10.63,96,0,25.14,1,0.5,0,0,0,0.197,4.63,366.5,0.73,S2,0.6,0.95,BRUTE_FORCE
SESS-D3096B56,2026-09-06T00:44:42.354802Z,10.0.1.93,MySQL:3306,97,116.21,0,1,0.5,0,29.15,286,54,0,0.159,406.6,1406.4,0.83,S6,0.84,0.86,DATA_ACCESS
